web-scraper-order,web-scraper-start-url,NewsTiles,NewsTiles-href,Tile-Title,Tile-Date,Tile-Text
"1715677550-1","https://www.zh.ch/de/news-uebersicht.html?organisation=organisationen%253Akanton-zuerich%252Fsicherheitsdirektion%252Fkantonspolizei&dateFrom=2023-01-01&dateTo=2023-09-30&fullText=Einbruch&page=1&orderBy=relevance","Hauptbahnhof Zürich: Zwei mutmassliche Diebe verhaftet
                                    
                                    
                                    
                                        Medienmitteilung
                                        10.08.2023
                                    
                                    
                                    
                                    
                                    
                                        Die Kantonspolizei Zürich hat am Mittwochmorgen (9.8.2023) im Hauptbahnhof Zürich zwei Männer...","https://www.zh.ch/de/news-uebersicht/medienmitteilungen/2023/08/230810_hbf_erh.html","Hauptbahnhof Zürich: Zwei mutmassliche Diebe verhaftet","Medienmitteilung
            10.08.2023","Kurz vor 6.30 Uhr fielen Kantonspolizisten im Hauptbahnhof zwei Männer auf, die scheinbar ziellos umherliefen. Da sich beide anlässlich der Kontrolle nicht ordnungsgemäss ausweisen konnten, wurden sie auf einen Polizeiposten gebracht. Eine genauere Überprüfung ergab, dass die beiden Männer aus Algerien und Libyen rechtskräftig aus der Schweiz weggewiesen worden waren.
 In ihren Schuhen führten beide über 1'000 Franken in Noten mit sich. Zudem wurde in ihren Effekten umfangreiches Einbruchswerkzeug sichergestellt."
"1715677552-2","https://www.zh.ch/de/news-uebersicht.html?organisation=organisationen%253Akanton-zuerich%252Fsicherheitsdirektion%252Fkantonspolizei&dateFrom=2023-01-01&dateTo=2023-09-30&fullText=Einbruch&page=1&orderBy=relevance","Otelfingen: Einbrecher in flagranti verhaftet
                                    
                                    
                                    
                                        Medienmitteilung
                                        25.07.2023
                                    
                                    
                                    
                                    
                                    
                                        Die Kantonspolizei Zürich hat am Montagabend (24.7.2023) in Otelfingen einen mutmasslichen...","https://www.zh.ch/de/news-uebersicht/medienmitteilungen/2023/07/230725m_otelfingen_ebd.html","Otelfingen: Einbrecher in flagranti verhaftet","Medienmitteilung
            25.07.2023","Kurz nach 22.30 Uhr ging bei der Einsatzzentrale der Kantonspolizei Zürich die Meldung ein, dass in ein Reiheneinfamilienhaus eingebrochen werde. Die sofort ausgerückten Kantonspolizisten umstellten das Gebäude und verhafteten auf dem Balkon der Liegenschaft eine Person. Bei der Kontrolle des mitgeführten Rucksackes des festgenommenen Mannes stellten die Polizisten Schmuck und Bargeld sicher. Der Wert wird auf mehrere tausend Franken geschätzt. Die ersten Ermittlungen zeigten, dass das sichergestellte Diebesgut aus einem kurz davor begangenen Einbruchdiebstahl stammen."
"1715677554-3","https://www.zh.ch/de/news-uebersicht.html?organisation=organisationen%253Akanton-zuerich%252Fsicherheitsdirektion%252Fkantonspolizei&dateFrom=2023-01-01&dateTo=2023-09-30&fullText=Einbruch&page=1&orderBy=relevance","Andelfingen: Einbrecher nach Fahndung verhaftet
                                    
                                    
                                    
                                        Medienmitteilung
                                        03.08.2023
                                    
                                    
                                    
                                    
                                    
                                        Die Kantonspolizei Zürich hat am Donnerstagmorgen (3.8.2023) wegen eines Einbruchdiebstahls nach...","https://www.zh.ch/de/news-uebersicht/medienmitteilungen/2023/08/230803_andelfingen_verhaft.html","Andelfingen: Einbrecher nach Fahndung verhaftet","Medienmitteilung
            03.08.2023","Gegen 7.15 Uhr meldete ein Mann über dem Polizeinotruf 117, dass er soeben von einem Einbrecher im Haus überrascht worden sei und dieser die Flucht ergriffen habe. Sofort rückte die Kantonspolizei Zürich an den Tatort aus und leitete Fahndungsmassnahmen ein. Im Zuge der Nahbereichsfahndung konnte der Diensthund «Ivar vom Hause Meraner» eine Fährte aufnehmen. Am gegenüberliegenden Ufer der Thur sichteten die Einsatzkräfte einen Mann, der umgehend zu Fuss die Flucht ergriff. Die Kantonspolizei hat die Fahndung fortgesetzt. Gegen zehn Uhr konnte der Tatverdächtige in einem Waldstück verhaftet werden. Er führte mutmassliches Deliktsgut mit. Weiteres Deliktsgut konnte durch die Einsatzkräfte mit Unterstützung weiterer Diensthunde am Thurufer aufgefunden werden. Zwecks Spurensicherung wurde das Forensische Institut Zürich FOR aufgeboten."
"1715677556-4","https://www.zh.ch/de/news-uebersicht.html?organisation=organisationen%253Akanton-zuerich%252Fsicherheitsdirektion%252Fkantonspolizei&dateFrom=2023-01-01&dateTo=2023-09-30&fullText=Einbruch&page=1&orderBy=relevance","Volketswil: Einbrecher in flagranti verhaftet
                                    
                                    
                                    
                                        Medienmitteilung
                                        19.04.2023
                                    
                                    
                                    
                                    
                                    
                                        Die Kantonspolizei Zürich hat am frühen Mittwochmorgen (19.04.2023) in Volketswil einen Einbrecher beim...","https://www.zh.ch/de/news-uebersicht/medienmitteilungen/2023/04/230419_volketswil_ebd.html","Volketswil: Einbrecher in flagranti verhaftet","Medienmitteilung
            19.04.2023","Anwohner meldeten gegen 4 Uhr ungewöhnliche Geräusche im Haus. Die rasch ausgerückten Patrouillen der Kantonspolizei Zürich trafen auf einen Mann, der gerade dabei war, eine Boutique durch die aufgebrochene Eingangstüre zu verlassen. Er trug Einbruchswerkzeug und Deliktsgut auf sich.
 Der 24 Jahre alte Schweizer wurde festgenommen und wird nach den polizeilichen Befragungen der Staatsanwaltschaft Zürich zugeführt."
"1715677558-5","https://www.zh.ch/de/news-uebersicht.html?organisation=organisationen%253Akanton-zuerich%252Fsicherheitsdirektion%252Fkantonspolizei&dateFrom=2023-01-01&dateTo=2023-09-30&fullText=Einbruch&page=1&orderBy=relevance","Gemeinsam gegen Einbruch
                                    
                                    
                                    
                                        Mitteilung
                                        11.01.2023","https://www.zh.ch/de/news-uebersicht/mitteilungen/2022/sicherheit-justiz/kantonspolizei/fachfrage_gemeinsam_gegen_einbruch.html","Gemeinsam gegen Einbruch","Mitteilung
            11.01.2023","Mit der Aktion «Bei Verdacht Telefon 117 – gemeinsam gegen Einbruch» wird die Bevölkerung mit Plakaten und Flugblättern in leuchtenden Farben darauf aufmerksam gemacht, bei verdächtigen Wahrnehmungen die Notrufnummer 117 anzurufen. Auch wenn sich der gemeldete Verdacht nicht bestätigt, hat es keinerlei Konsequenzen für die Person, welche die Meldung erstattete. Zudem setzt die Polizei auf zusätzliche Patrouillen und erhöht die Kontrolltätigkeit."
"1715677560-6","https://www.zh.ch/de/news-uebersicht.html?organisation=organisationen%253Akanton-zuerich%252Fsicherheitsdirektion%252Fkantonspolizei&dateFrom=2023-01-01&dateTo=2023-09-30&fullText=Einbruch&page=1&orderBy=relevance","Kilchberg: Grosse Beute bei Einbruch
                                    
                                    
                                    
                                        Newstypen
                                        27.03.2023
                                    
                                    
                                    
                                    
                                    
                                        Bei einem Einbruch in eine Wohnung am späten Samstagabend (25.03.2023) hat eine unbekannte...","https://www.zh.ch/de/news-uebersicht/medienmitteilungen/2023/03/230327_kilchberg_ebd.html","Kilchberg: Grosse Beute bei Einbruch","Newstypen
            27.03.2023","Die Täterschaft hebelte in der Parterrewohnung eine Terrassentüre auf und durchsuchte das ganze Objekt. Mit mehreren Uhren und weiteren Gegenständen im Wert von einigen zehntausend Franken verliess sie anschliessend unentdeckt die Wohnung. Durch den Einbruch entstand zudem ein Sachschaden von mehreren tausend Franken."
"1715677562-7","https://www.zh.ch/de/news-uebersicht.html?organisation=organisationen%253Akanton-zuerich%252Fsicherheitsdirektion%252Fkantonspolizei&dateFrom=2023-01-01&dateTo=2023-09-30&fullText=Einbruch&page=1&orderBy=relevance","Zollikon: Mehrere zehntausend Franken Beute bei Einbruch
                                    
                                    
                                    
                                        Medienmitteilung
                                        03.02.2023
                                    
                                    
                                    
                                    
                                    
                                        Bei einem Einbruch in ein Einfamilienhaus am Donnerstagabend (2.2.2023) in Zollikon haben Einbrecher...","https://www.zh.ch/de/news-uebersicht/medienmitteilungen/2023/02/230203f_zollikon.html","Zollikon: Mehrere zehntausend Franken Beute bei Einbruch","Medienmitteilung
            03.02.2023","Im Schutz der Dunkelheit wuchteten Einbrecher bei einem Einfamilienhaus die Terrassentür auf, durchsuchten das Haus und stahlen Bargeld, Schmuck und Uhren im Wert von rund 20'000 Franken. Mit dem Deliktsgut flüchtete die Täterschaft unentdeckt. An der Terrassentür und einem Fester entstand ein Sachschaden von über tausend Franken."
"1715677564-8","https://www.zh.ch/de/news-uebersicht.html?organisation=organisationen%253Akanton-zuerich%252Fsicherheitsdirektion%252Fkantonspolizei&dateFrom=2023-01-01&dateTo=2023-09-30&fullText=Einbruch&page=1&orderBy=relevance","Neftenbach: Drei mutmassliche Einbrecher verhaftet
                                    
                                    
                                    
                                        Medienmitteilung
                                        26.01.2023
                                    
                                    
                                    
                                    
                                    
                                        Die Kantonspolizei Zürich hat nach einem Einbruch in ein Einfamilienhaus am Mittwoch (25.1.2023) in...","https://www.zh.ch/de/news-uebersicht/medienmitteilungen/2023/01/230126m_neftenbach_einbrecher.html","Neftenbach: Drei mutmassliche Einbrecher verhaftet","Medienmitteilung
            26.01.2023","Kurz nach 11 Uhr stellte ein Anwohner verdächtige Personen im Garten der Nachbarliegenschaft fest. Er alarmierte umgehend via Telefonnummer 117 die Einsatzzentrale der Kantonspolizei Zürich. Im Zuge der sofort eingeleiteten Fahndung wurde kurze Zeit später ein Fahrzeug mit drei tatverdächtigen Männern angehalten. Bei einer ersten Kontrolle des Autos stellten die Kantonspolizisten Schmuck sicher. Dieser konnte einem kurz zuvor begangenen Einbruchdiebstahl in Neftenbach zugeordnet werden. Die drei mutmasslichen Einbrecher wurden verhaftet. Eine eingehende Überprüfung des Personenwagens, durch Spezialisten des Bundesamtes für Zoll und Grenzsicherheit, förderte weiteres Diebesgut sowie Einbruchswerkzeug zutage. Der Gesamtwert des sichergestellten Deliktsgutes wird auf mehrere tausend Franken geschätzt. Weitere Ermittlungen sind im Gange."
"1715677566-9","https://www.zh.ch/de/news-uebersicht.html?organisation=organisationen%253Akanton-zuerich%252Fsicherheitsdirektion%252Fkantonspolizei&dateFrom=2023-01-01&dateTo=2023-09-30&fullText=Einbruch&page=1&orderBy=relevance","Pfäffikon: Verdächtiger nach Einbruch verhaftet
                                    
                                    
                                    
                                        Medienmitteilung
                                        12.08.2023
                                    
                                    
                                    
                                    
                                    
                                        Fahnder der Kantonspolizei Zürich haben am Donnerstagmittag (10.8.2023) in Pfäffikon einen...","https://www.zh.ch/de/news-uebersicht/medienmitteilungen/2023/08/230812_ebd_pfaeffikon.html","Pfäffikon: Verdächtiger nach Einbruch verhaftet","Medienmitteilung
            12.08.2023","Kurz vor dem Mittag beobachteten Fahnder der Kantonspolizei einen Mann, der in einem Quartier zu mehreren Häusern ging, durch die Fenster in Einfamilienhäuser schaute und mehrere Liegenschaften betrat. Nachdem der Mann am Alemannenweg ein Haus verliess, wurde er von den Fahndern angehalten und kontrolliert."
"1715677568-10","https://www.zh.ch/de/news-uebersicht.html?organisation=organisationen%253Akanton-zuerich%252Fsicherheitsdirektion%252Fkantonspolizei&dateFrom=2023-01-01&dateTo=2023-09-30&fullText=Einbruch&page=1&orderBy=relevance","Bei Verdacht Tel. 117  - Gemeinsam gegen Einbrecher
                                    
                                    
                                    
                                        Medienmitteilung
                                        01.03.2023
                                    
                                    
                                    
                                    
                                    
                                        Abschlussbilanz der Aktion zur Bekämpfung der Einbruchskriminalität 2022/2023	

Die...","https://www.zh.ch/de/news-uebersicht/medienmitteilungen/2023/03/230301x_gemeinsam_gegen_einbrecher_bilanz.html","Bei Verdacht Tel. 117  - Gemeinsam gegen Einbrecher","Medienmitteilung
            01.03.2023","Wegen des Verdachts des Einbruchdiebstahls und Widerhandlung oder Verdacht der Widerhandlung gegen das Ausländer- und Integrationsgesetz (AIG) wurden 35 Personen verhaftet. Wegen Verstössen gegen das Betäubungsmittelgesetz, das Strassenverkehrsgesetz sowie Identitätsüberprüfungen oder aufgrund von Ausschreibungen, wurden weitere 21 Personen festgenommen.
 Aus den insgesamt 54 Kontrolltagen resultierten 211 Strafanzeigen und Verzeigungen. Für diverse Übertretungen wurden 82 Ordnungsbussen ausgestellt."
